product_name,category,total_sales,total_profit
"Global Fabric Manager's Chair, Dark Gray",Furniture,3150.576,499.851
"Global Geo Office Task Chair, Gray",Furniture,1757.266,-166.009
"Global High-Back Leather Tilter, Burgundy",Furniture,5436.158,-474.7414
Global Highback Leather Tilter in Burgundy,Furniture,2647.809,49.1346
Global Italian Leather Office Chair,Furniture,969.252,204.3288
"Global Leather & Oak Executive Chair, Burgundy",Furniture,1689.968,-114.6764
Global Leather Executive Chair,Furniture,5861.533,701.98
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Furniture,5989.204,267.3034
"Global Leather Task Chair, Black",Furniture,1448.839,63.8929
"Global Leather and Oak Executive Chair, Black",Furniture,6410.874,854.7832
Global Low Back Tilter Chair,Furniture,1746.954,-246.3912
"Global Manager's Adjustable Task Chair, Storm",Furniture,2959.208,493.7046
"Global Push Button Manager's Chair, Indigo",Furniture,2185.951,283.7474
"Global Stack Chair with Arms, Black",Furniture,803.464,125.0166
"Global Stack Chair without Arms, Black",Furniture,901.506,44.166
Global Super Steno Chair,Furniture,2389.902,-4.44089209850063e-15
"Global Task Chair, Black",Furniture,463.099,-80.4062
Global Troy Executive Leather Low-Back Tilter,Furniture,12975.382,951.862
"Global Value Mid-Back Manager's Chair, Gray",Furniture,1978.925,197.8925
"Global Value Steno Chair, Gray",Furniture,2204.862,245.997
"Global Wood Trimmed Manager's Task Chair, Khaki",Furniture,4166.884,-503.1194
Globe Weis Peel & Seel First Class Envelopes,Office Supplies,375.732,164.862
Google Nexus 5,Technology,3815.788,710.9605
"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Office Supplies,2299.75,-172.9412
"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Office Supplies,953.82,-63.588
Grandstream GXP1160 VoIP phone,Technology,803.692,157.7056
Grandstream GXP2100 Mainstream Business Phone,Technology,596.622,45.894
Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Office Supplies,169.832,64.584
Green Bar Computer Printout Paper,Office Supplies,857.376,380.8728
"Green Canvas Binder for 8-1/2"" x 14"" Sheets",Office Supplies,569.24,162.64
Griffin GC17055 Auxiliary Audio Cable,Technology,395.78,46.0544
Griffin GC36547 PowerJolt SE Lightning Charger,Technology,175.422,17.992
Grip Seal Envelopes,Office Supplies,7.072,2.3868
GuestStacker Chair with Chrome Finish Legs,Furniture,9070.944,773.2608
HON 5400 Series Task Chairs for Big and Tall,Furniture,21870.576,8.5265128291212e-14
"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",Technology,18374.895,4094.9766
HP Office Paper (20Lb. and 87 Bright),Office Supplies,86.84,38.2096
HP Office Recycled Paper (20Lb. and 87 Bright),Office Supplies,106.352,50.3438
"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",Technology,449.97,47.9968
HP Standard 104 key PS/2 Keyboard,Technology,275.5,58.0
HTC One,Technology,1119.888,125.9874
HTC One Mini,Technology,2041.038,317.4948
Hammermill Color Copier Paper (28Lb. and 96 Bright),Office Supplies,29.97,13.4865
Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Office Supplies,32.868,15.0894
Hand-Finished Solid Wood Document Frame,Furniture,260.148,68.46
Hanging Personal Folder File,Office Supplies,251.2,51.025
Harbour Creations 67200 Series Stacking Chairs,Furniture,1501.898,254.8244
Harbour Creations Steel Folding Chair,Furniture,2389.125,336.375
Harmony Air Purifier,Office Supplies,1946.7,374.22
Harmony HEPA Quiet Air Purifiers,Office Supplies,128.7,37.44
Heavy-Duty E-Z-D Binders,Office Supplies,176.742,9.0553
Hewlett Packard 310 Color Digital Copier,Technology,4199.86,839.972
Hewlett Packard 610 Color Digital Copier / Printer,Technology,8899.822,3124.9375
Hewlett Packard LaserJet 3310 Copier,Technology,18839.686,6983.8836
Hewlett-Packard 300S Scientific Calculator,Technology,131.1,60.306
Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,Technology,3040.0,1459.2
Hewlett-Packard Deskjet 5550 Printer,Technology,597.132,49.761
Hewlett-Packard Deskjet 6540 Color Inkjet Printer,Technology,1396.21,139.621
Hewlett-Packard Deskjet D4360 Printer,Technology,447.968,139.99
Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,Technology,101.994,-71.3958
Hewlett-Packard Desktjet 6988DT Refurbished Printer,Technology,3404.5,1668.205
High Speed Automatic Electric Letter Opener,Office Supplies,17030.312,-262.0048
High-Back Leather Manager's Chair,Furniture,4770.633,-197.5848
Holmes 99% HEPA Air Purifier,Office Supplies,333.564,86.8566
"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Office Supplies,147.26,48.755
Holmes HEPA Air Purifier,Office Supplies,239.58,41.382
Holmes Harmony HEPA Air Purifier for 17 x 20 Room,Office Supplies,675.12,290.3016
Holmes Odor Grabber,Office Supplies,357.616,67.774
"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Office Supplies,151.062,47.9844
"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Office Supplies,203.94,87.6942
"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Office Supplies,1383.081,381.2074
"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",Office Supplies,47.544,10.188
Home/Office Personal File Carts,Office Supplies,980.232,198.132
Hon 2090 �Pillow Soft� Series Mid Back Swivel/Tilt Chairs,Furniture,5282.424,-989.0496
Hon 2111 Invitation Series Corner Table,Furniture,3140.55,-401.9904
Hon 2111 Invitation Series Straight Table,Furniture,2040.054,-115.3074
"Hon 30"" x 60"" Table with Locking Drawer",Furniture,1296.028,-177.3512
Hon 4-Shelf Metal Bookcases,Furniture,1474.308,-191.862
Hon 4060 Series Tables,Furniture,1231.56,96.2856
Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Furniture,8430.997,1388.6348
Hon 4070 Series Pagoda Round Back Stacking Chairs,Furniture,5906.032,1052.8144
Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Furniture,7582.374,832.9932
Hon 5100 Series Wood Tables,Furniture,5965.09,-238.6036
Hon 61000 Series Interactive Training Tables,Furniture,653.121,-148.3962
Hon 94000 Series Round Tables,Furniture,7404.5,-681.214
Hon Comfortask Task/Swivel Chairs,Furniture,1686.904,-36.4736
Hon Deluxe Fabric Upholstered Stacking Chairs,Furniture,2586.188,-48.796
"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Furniture,10637.528,1927.442
"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",Furniture,1268.696,73.194
Hon Every-Day Chair Series Swivel Task Chairs,Furniture,967.84,12.098
Hon Every-Day Series Multi-Task Chairs,Furniture,6748.482,281.97
Hon GuestStacker Chair,Furniture,6936.102,1233.0848
"Hon Metal Bookcases, Black",Furniture,1570.0776,-26.9724
"Hon Metal Bookcases, Gray",Furniture,851.76,229.9752
"Hon Metal Bookcases, Putty",Furniture,1320.228,362.7078
Hon Mobius Operator's Chair,Furniture,2705.78,499.3394
Hon Multipurpose Stacking Arm Chairs,Furniture,6584.64,814.416
Hon Non-Folding Utility Tables,Furniture,3775.647,541.654
Hon Olson Stacker Chairs,Furniture,5427.99,1292.1264
Hon Olson Stacker Stools,Furniture,5294.456,833.5952
Hon Pagoda Stacking Chairs,Furniture,6483.796,1540.704
"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Furniture,4334.8275,430.0695
Hon Racetrack Conference Tables,Furniture,3963.901,-598.5228
Hon Rectangular Conference Tables,Furniture,3481.515,-295.815
Hon Valutask Swivel Chairs,Furniture,1242.054,139.3524
Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,Office Supplies,299.208,-177.2232
Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,Office Supplies,3855.18,1503.5202
Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Office Supplies,11304.44,3247.02
Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,Office Supplies,1320.166,417.0244
Honeywell Quietcare HEPA Air Cleaner,Office Supplies,1761.76,549.7635
Hoover Commercial Lightweight Upright Vacuum,Office Supplies,18.096,-2.5056
Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,Office Supplies,1023.352,-9.3032
Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Office Supplies,91.686,-10.4118
Hoover Commercial SteamVac,Office Supplies,168.392,35.308
Hoover Portapower Portable Vacuum,Office Supplies,61.824,1.344
Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Office Supplies,9.768,0.444
"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",Office Supplies,56.09,3.476
Hoover Shoulder Vac Commercial Portable Vacuum,Office Supplies,5009.48,715.64
Hoover Upright Vacuum With Dirt Cup,Office Supplies,6832.908,460.3527
Hoover WindTunnel Plus Canister Vacuum,Office Supplies,3051.3,697.44
"Hot File 7-Pocket, Floor Stand",Office Supplies,8138.232,2016.711
"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",Furniture,681.454,256.1922
"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Furniture,500.308,101.7868
"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Furniture,1184.232,448.7616
"Howard Miller 12"" Round Wall Clock",Furniture,479.338,127.2996
Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,Furniture,786.9,147.9372
"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Furniture,1042.068,294.3138
"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Furniture,1047.736,340.5142
"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",Furniture,949.026,247.572
"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furniture,1324.8,201.825
"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Furniture,1636.864,375.9672
"Howard Miller 16"" Diameter Gallery Wall Clock",Furniture,575.46,107.4192
Howard Miller Distant Time Traveler Alarm Clock,Furniture,531.948,192.2142
"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",Office Supplies,1113.024,111.3024
"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Office Supplies,83.952,15.8576
Hunt Boston Vacuum Mount KS Pencil Sharpener,Office Supplies,671.808,153.956
"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,1617.948,448.164
Hypercom P1300 Pinpad,Technology,1108.8,275.31
I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Technology,542.984,95.2016
I.R.I.S IRISCard Anywhere 5 Card Scanner,Technology,350.973,152.0883
"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Office Supplies,458.504,185.88
Ibico Covers for Plastic or Wire Binding Elements,Office Supplies,184.0,57.5
Ibico EB-19 Dual Function Manual Binding System,Office Supplies,3234.913,1086.3772
Ibico EPK-21 Electric Binding System,Office Supplies,15875.916,3345.2823
Ibico Hi-Tech Manual Binding System,Office Supplies,5398.323,-304.99
Ibico Ibimaster 300 Manual Binding System,Office Supplies,7985.383,2318.337
Ibico Laser Imprintable Binding System Covers,Office Supplies,1100.4,138.336
Ibico Plastic Spiral Binding Combs,Office Supplies,1100.48,328.928
Ibico Plastic and Wire Spiral Binding Combs,Office Supplies,208.221,21.5808
Ibico Presentation Index for Binding Systems,Office Supplies,72.038,15.0842
Ibico Recycled Grain-Textured Covers,Office Supplies,141.614,3.454
Ibico Recycled Linen-Style Covers,Office Supplies,749.952,262.4832
Ibico Standard Transparent Covers,Office Supplies,390.576,104.8128
Iceberg Mobile Mega Data/Printer Cart,Office Supplies,5751.774,1388.6082
"Iceberg Nesting Folding Chair, 19w x 6d x 43h",Furniture,1589.406,253.8392
"Iceberg OfficeWorks 42"" Round Tables",Furniture,3457.442,-392.548
Ideal Clamps,Office Supplies,58.692,24.8637
Imation Bio 2GB USB�Flash Drive Imation�Corp,Technology,2098.88,881.5296
Imation Bio 8GB USB�Flash Drive Imation�Corp,Technology,2659.84,398.976
Imation�16GB Mini TravelDrive USB 2.0�Flash Drive,Technology,1007.152,342.5642
Imation�30456 USB�Flash Drive�8GB,Technology,154.56,8.556
Imation�32GB Pocket Pro USB 3.0�Flash Drive�- 32 GB - Black - 1 P ...,Technology,467.22,143.76
Imation�8GB Mini TravelDrive USB 2.0�Flash Drive,Technology,350.204,8.7551
Imation�8gb Micro Traveldrive Usb 2.0�Flash Drive,Technology,357.0,23.25
Imation�Clip USB�flash drive�- 8 GB,Technology,443.68,1.88
Imation�Secure+ Hardware Encrypted USB 2.0�Flash Drive; 16GB,Technology,1926.936,408.744
Imation�Secure�Drive�+ Hardware Encrypted USB�flash drive�- 16 GB,Technology,888.966,196.0284
Imation�Swivel�Flash Drive�USB�flash drive�- 8 GB,Technology,54.576,17.6235
Imation�USB 2.0 Swivel�Flash Drive�USB�flash drive�- 4 GB - Pink,Technology,42.42,8.9082
"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Office Supplies,54.6,22.47
"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",Office Supplies,121.392,48.5568
Innergie mMini Combo Duo USB Travel Charging Kit,Technology,746.834,302.3328
Insertable Tab Indexes For Data Binders,Office Supplies,17.49,-4.8336
Insertable Tab Post Binder Dividers,Office Supplies,66.566,-39.699
"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",Office Supplies,197.82,81.326
"Iris 3-Drawer Stacking Bin, Black",Office Supplies,284.104,-43.4512
Iris Project Case,Office Supplies,225.036,47.88
"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Office Supplies,161.32,59.57
JBL Micro Wireless Portable Bluetooth Speaker,Technology,779.87,14.9975
JM Magazine Binder,Office Supplies,204.724,50.1904
Jabra BIZ 2300 Duo QD Duo Corded�Headset,Technology,1727.064,129.5298
Jabra SPEAK 410,Technology,3158.064,654.1704
Jabra SPEAK 410 Multidevice Speakerphone,Technology,2018.702,10.2995
Jabra Supreme Plus Driver Edition�Headset,Technology,2159.82,259.1784
Jackery Bar Premium Fast-charging Portable Charger,Technology,467.22,192.279
Jawbone JAMBOX Wireless Bluetooth Speaker,Technology,2022.272,872.1048
Jawbone MINI JAMBOX Wireless Bluetooth Speaker,Technology,2027.304,-339.7104
Jensen SMPS-640 -�speaker phone,Technology,496.584,88.2816
Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Office Supplies,552.706,177.6555
Jiffy Padded Mailers with Self-Seal Closure,Office Supplies,29.808,10.8054
KI Adjustable-Height Table,Furniture,4552.641,-248.4822
KI Conference Tables,Furniture,2140.878,-479.2164
KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,Technology,126.36,36.6444
Kensington 4 Outlet MasterPiece Compact Power Control Center,Office Supplies,2488.392,380.5776
Kensington 6 Outlet Guardian Standard Surge Protector,Office Supplies,409.6,110.592
Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,Office Supplies,812.16,235.5264
Kensington 6 Outlet SmartSocket Surge Protector,Office Supplies,147.528,-36.882
Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Office Supplies,2491.28,563.816
Kensington 7 Outlet MasterPiece Power Center,Office Supplies,2883.276,229.5942
Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Office Supplies,1473.108,311.22
Kensington Expert Mouse Optical USB Trackball for PC or Mac,Technology,1690.822,360.962
Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,Technology,321.846,106.176
Kensington Orbit Wireless Mobile Trackball for PC and Mac,Technology,1703.716,357.5404
Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,Technology,549.89,120.9758
KeyTronic�6101 Series -�Keyboard�- Black,Technology,360.712,127.069
KeyTronic�E03601U1 -�Keyboard�- Beige,Technology,324.0,58.32
KeyTronic�KT400U2 -�Keyboard�- Black,Technology,148.032,24.672
KeyTronic�KT800P2 -�Keyboard�- Black,Technology,75.1,1.2016
Kingston Digital DataTraveler 16GB USB 2.0,Technology,477.93,64.7085
Kingston Digital DataTraveler 32GB USB 2.0,Technology,355.95,5.424
Kingston Digital DataTraveler 64GB USB 2.0,Technology,202.68,16.2144
Kingston Digital DataTraveler 8GB USB 2.0,Technology,44.03,-2.023
Kleencut Forged Office Shears by Acme United Corporation,Office Supplies,9.568,2.288
Konftel 250 Conference�phone�- Charcoal black,Technology,2221.596,324.6948
Konica Minolta magicolor 1690MF Multifunction Printer,Technology,319.92,118.3704
"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Technology,261.6,41.856
LG Electronics Tone+ HBS-730 Bluetooth Headset,Technology,904.552,133.3024
LG Exalt,Technology,1154.326,-212.1464
LG G2,Technology,1499.97,-374.9925
LG G3,Technology,1803.108,411.579
Laminate Occasional Tables,Furniture,2096.168,-206.5342
Large Capacity Hanging Post Binders,Office Supplies,276.945,-19.461
Laser & Ink Jet Business Envelopes,Office Supplies,198.462,83.226
"Leather Task Chair, Black",Furniture,1437.484,54.588
Lenovo 17-Key USB Numeric Keypad,Technology,367.092,22.4334
"Lesro Round Back Collection Coffee Table, End Table",Furniture,2847.78,-328.59
"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Furniture,2298.114,-12.1329
Letter Size Cart,Office Supplies,4600.092,1252.8822
Letter Size File,Office Supplies,341.42,59.55
Letter Slitter,Office Supplies,10.08,0.3024
Letter or Legal Size Expandable Poly String Tie Envelopes,Office Supplies,36.708,15.0024
"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",Office Supplies,218.416,52.0344
Lexmark 20R1285 X6650 Wireless All-in-One Printer,Technology,600.0,218.4
Lexmark MX611dhe Monochrome Laser Printer,Technology,16829.901,-4589.973
Lexmark MarkNet N8150 Wireless Print Server,Technology,723.51,-506.457
Lexmark S315 Color Inkjet Printer,Technology,299.97,34.9965
Lexmark X 9575 Professional All-in-One Color Printer,Technology,396.0,190.08
"Lifetime Advantage Folding Chairs, 4/Carton",Furniture,5212.112,972.6368
"Linden 10"" Round Wall Clock, Black",Furniture,253.648,41.8672
"Linden 12"" Wall Clock With Oak Frame",Furniture,101.94,30.582
Lock-Up Easel 'Spel-Binder',Office Supplies,704.691,39.3714
Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,1409.53,536.2212
"Logitech B530 USB�Headset�-�headset�- Full size, Binaural",Technology,739.8,64.7325
Logitech ClearChat Comfort/USB Headset H390,Technology,533.078,160.2163
Logitech Desktop MK120 Mouse and keyboard Combo,Technology,778.736,42.536
Logitech G105 Gaming Keyboard,Technology,759.936,78.3684
Logitech G13 Programmable Gameboard with LCD Display,Technology,1039.87,43.1946
Logitech G19 Programmable Gaming Keyboard,Technology,4389.246,729.0612
Logitech G35 7.1-Channel Surround Sound Headset,Technology,2157.834,699.3462
Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,Technology,1247.844,377.5528
Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,Technology,1399.8,429.7386
Logitech G600 MMO Gaming Mouse,Technology,1615.798,540.7324
Logitech G602 Wireless Gaming Mouse,Technology,1999.75,515.1356
Logitech G700s Rechargeable Gaming Mouse,Technology,2339.766,889.911
Logitech Illuminated Ultrathin Keyboard with Backlighting,Technology,170.97,70.0977
Logitech K350 2.4Ghz Wireless Keyboard,Technology,1154.664,47.2815
Logitech Keyboard K120,Technology,174.24,-19.602
Logitech M510 Wireless Mouse,Technology,239.94,52.3869
Logitech Media Keyboard K200,Technology,503.856,50.3856
Logitech Mobile Speakerphone P710e -�speaker phone,Technology,1916.716,241.6142
Logitech Trackman Marble Mouse,Technology,773.742,286.7044
Logitech Wireless Anywhere Mouse MX for PC and Mac,Technology,551.908,89.985
Logitech Wireless Gaming Headset G930,Technology,2879.82,763.1523
Logitech Wireless Headset H600 Over-The-Head Design,Technology,386.91,133.269
Logitech Wireless Headset h800,Technology,2799.72,719.928
Logitech Wireless Marathon Mouse M705,Technology,1409.718,554.889
Logitech Wireless Performance Mouse MX for PC and Mac,Technology,1799.82,497.9502
Logitech Wireless Touch Keyboard K400,Technology,364.854,53.7285
Logitech diNovo Edge Keyboard,Technology,7399.704,1432.4427
Logitech�Gaming G510s - Keyboard,Technology,2362.722,676.5204
Logitech�Illuminated - Keyboard,Technology,1139.81,515.914
Logitech�LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Technology,207.896,62.7686
Logitech�MX Performance Wireless Mouse,Technology,789.822,211.8159
Logitech�P710e Mobile Speakerphone,Technology,10196.604,1645.3611
Logitech�VX Revolution Cordless Laser Mouse for Notebooks (Black),Technology,3743.792,21.5988
"Logitech�Wireless Boombox Speaker - portable - wireless, wired",Technology,383.04,148.96
Logitech�Z-906 Speaker sys - home theater - 5.1-CH,Technology,5609.83,2243.932
Longer-Life Soft White Bulbs,Furniture,115.192,44.7216
Loose Memo Sheets,Office Supplies,18.25,8.5775
Lumber Crayons,Office Supplies,171.39,55.357
Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,Technology,281.658,6.123
Luxo Adjustable Task Clamp Lamp,Furniture,1545.816,362.4672
Luxo Economy Swing Arm Lamp,Furniture,338.98,94.9144
Luxo Professional Combination Clamp-On Lamps,Furniture,1329.9,345.774
Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Furniture,3861.056,289.5792
Luxo Professional Magnifying Clamp-On Fluorescent Lamps,Furniture,1268.922,106.0902
Macally Suction Cup Mount,Technology,279.63,-31.07
Magna Visual Magnetic Picture Hangers,Furniture,84.832,28.0524
Magnifier Swing Arm Lamp,Furniture,251.76,65.4576
Manco Dry-Lighter Erasable Highlighter,Office Supplies,88.16,27.968
"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Office Supplies,125.172,52.3746
Martin Yale Chadless Opener Electric Letter Opener,Office Supplies,16656.2,-1299.1836
Martin-Yale Premier Letter Opener,Office Supplies,236.992,-12.88
"Master Big Foot Doorstop, Beige",Furniture,152.064,42.768
"Master Caster Door Stop, Brown",Furniture,176.784,49.3776
"Master Caster Door Stop, Gray",Furniture,47.752,14.224
"Master Caster Door Stop, Large Brown",Furniture,59.696,14.56
"Master Caster Door Stop, Large Neon Orange",Furniture,154.336,42.2968
"Master Giant Foot Doorstop, Safety Yellow",Furniture,83.49,31.5744
Maxell 4.7GB DVD+R 5/Pack,Technology,11.682,4.6035
Maxell 4.7GB DVD+RW 3/Pack,Technology,264.438,88.4115
Maxell 4.7GB DVD-R,Technology,1231.692,411.2262
Maxell 4.7GB DVD-R 5/Pack,Technology,19.008,7.3656
Maxell 4.7GB DVD-RW 3/Pack,Technology,146.556,41.418
"Maxell 74 Minute CD-R Spindle, 50/Pack",Technology,503.28,181.1808
"Maxell 74 Minute CDR, 10/Pack",Technology,232.764,72.5676
Maxell CD-R Discs,Technology,15.76,3.7036
Maxell DVD-RAM Discs,Technology,296.64,127.5552
"Maxell Pro 80 Minute CD-R, 10/Pack",Technology,374.072,122.36
Maxell�LTO Ultrium - 800 GB,Technology,1086.012,156.4641
Maxell�iVDR EX 500GB Cartridge,Technology,2755.4,1184.822
"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Office Supplies,54.474,-3.891
Mediabridge Sport Armband iPhone 5s,Technology,257.742,-38.961
"Memo Book, 100 Message Capacity, 5 3/8� x 11�",Office Supplies,76.836,36.396
"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",Technology,373.78,24.8054
"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",Technology,472.86,-32.2695
Memorex Froggy Flash Drive 4 GB,Technology,136.276,42.4214
Memorex Froggy Flash Drive 8 GB,Technology,536.05,189.57
Memorex Micro Travel Drive 16 GB,Technology,556.452,126.1611
Memorex Micro Travel Drive 32 GB,Technology,379.704,129.9756
Memorex Micro Travel Drive 4 GB,Technology,103.88,37.418
Memorex Micro Travel Drive 8 GB,Technology,299.0,113.1
Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Technology,718.65,280.2735
Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,Technology,280.0,109.2
Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,Technology,13.616,3.5742
Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,Technology,543.6,228.312
Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,Technology,194.544,53.268
"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",Office Supplies,119.21,52.007
"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",Office Supplies,51.36,24.1392
"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",Office Supplies,152.144,54.0728
"Metal Folding Chairs, Beige, 4/Carton",Furniture,685.588,115.7354
Micro Innovations USB RF Wireless Keyboard with Mouse,Technology,440.0,84.5
Micro Innovations Wireless Classic Keyboard with Mouse,Technology,107.964,9.5968
Micropad Numeric Keypads,Technology,291.854,66.9665
Microsoft Arc Touch Mouse,Technology,359.7,91.124
Microsoft Natural Ergonomic Keyboard 4000,Technology,557.814,107.6641
Microsoft Natural Keyboard Elite,Technology,1497.0,20.958
Microsoft Sculpt Comfort Mouse,Technology,1574.03,634.406
Microsoft Wireless Mobile Mouse 4000,Technology,591.852,183.954
"Mini 13-1/2 Capacity Data Binder Rack, Pearl",Office Supplies,1465.744,287.914
Mitel 5320 IP Phone VoIP phone,Technology,2116.688,211.6688
Mitel MiVoice 5330e IP Phone,Technology,7699.72,780.9716
Mobile Personal File Cube,Office Supplies,449.664,90.6354
Model L Table or Wall-Mount Pencil Sharpener,Office Supplies,402.976,92.1088
Mophie Juice Pack Helium for iPhone,Technology,1583.802,201.5748
Motorla HX550 Universal Bluetooth Headset,Technology,419.23,122.605
Motorola Droid Maxx,Technology,2609.826,341.9772
Motorola HK250 Universal Bluetooth Headset,Technology,832.238,-91.5002
Motorola L703CM,Technology,4211.73,467.97
Motorola L804,Technology,607.068,-13.3371
Motorola Moto X,Technology,1631.952,142.7958
"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,368.456,93.1568
Multicolor Computer Printout Paper,Office Supplies,1887.3,851.382
Multimedia Mailers,Office Supplies,325.86,149.8956
NETGEAR AC1750 Dual Band Gigabit�Smart WiFi Router,Technology,2623.836,723.1548
NETGEAR N750 Dual Band Wi-Fi Gigabit Router,Technology,1890.0,622.8
NETGEAR RangeMax WNR1000 Wireless Router,Technology,59.976,11.9952
"Neat Ideas Personal Hanging Folder Files, Black",Office Supplies,276.658,58.0176
NeatDesk Desktop Scanner & Digital Filing System,Technology,479.988,55.9986
Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Office Supplies,51.184,3.656
Newell 307,Office Supplies,19.292,3.5672
Newell 308,Office Supplies,8.4,2.1
Newell 309,Office Supplies,196.35,34.65
Newell 31,Office Supplies,94.99,23.6236
Newell 310,Office Supplies,38.72,7.48
Newell 311,Office Supplies,61.438,13.039
Newell 312,Office Supplies,234.768,34.456
Newell 313,Office Supplies,28.208,4.264
Newell 314,Office Supplies,118.296,17.856
Newell 315,Office Supplies,145.912,33.787
Newell 316,Office Supplies,46.944,8.2152
Newell 317,Office Supplies,79.968,13.1712
Newell 318,Office Supplies,61.716,14.4004
Newell 319,Office Supplies,511.872,123.008
